"Timestamp","Σε ποια χώρα έχεις μεταναστεύσει;","Πόσα χρόνια ζεις εκτός Ελλάδος;","Την ποιότητα ζωής;","Τις σχέσεις με το Κράτος (γραφειοκρατία , Μέσα Μαζικής Μεταφοράς, κλπ.);","Την δυνατότητα ανέλιξης στην νέα σου χώρα;","Την δυνατότητα ένταξης στην κοινωνία;","Την ποιότητα ζωής;","Τις σχέσεις με το Κράτος (γραφειοκρατία , Μέσα Μαζικής Μεταφοράς, κλπ.);","Την δυνατότητα ανέλιξης στην νέα σου χώρα;","Την δυνατότητα ένταξης στην κοινωνία;","Για ποιους λόγους θέλεις να γυρίσεις;","Τι είναι αυτό που σε κάνει να θες να μείνεις στο εξωτερικό ;"
7/15/2019 17:18:26,"United Kingdom",2,8,10,9,9,9,10,9,9,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/15/2019 17:50:14,"United Kingdom",4,8,8,8,9,5,8,8,8,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής.","Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/16/2019 20:50:09,"Germany",2,2,2,6,3,2,2,6,2,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής., Νιώθω αποξενωμένος στο Εξωτερικό.","Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/17/2019 14:00:09,"Switzerland",9,9,9,8,8,9,8,8,8,"Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/17/2019 15:41:31,"Germany",25,4,7,7,5,3,7,8,8,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται."
7/17/2019 15:53:49,"United Kingdom",12,4,9,7,5,7,10,8,7,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται."
7/17/2019 20:26:38,"United States",3,8,6,9,8,5,6,6,6,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής., Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Ως γυναίκα, δεν πιστεύω ότι έχω τις ίδιες ευκαιρίες με τους άντρες στην Ελλάδα, κάτι που με απογοητεύει. Επίσης, δεν πιστεύω ότι οι περισσότεροι Έλληνες συμμερίζονται τα ίδια πιστεύω με μένα, π.χ. κοινωνική αλληλεγγύη, αντιρατσισμός, ίσα δικαιώματα ανεξαρτήτως θρησκείας, σεξουαλικότητας κλπ. "
7/19/2019 13:59:58,"United Kingdom",9,5,9,9,9,4,7,8,6,"Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
7/19/2019 16:54:13,"United Kingdom",10,6,9,8,7,3,9,7,4,"Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται."
7/22/2019 2:13:30,"United States",18,5,6,7,8,9,8,10,10,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
7/23/2019 15:11:26,"Germany",6,8,7,8,6,8,8,8,7,"Για τον κοινωνικό μου κύκλο που άφησα πίσω.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
7/24/2019 12:12:55,"United States",7,2,8,8,9,6,9,9,9,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής., Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται."
7/24/2019 14:34:15,"Spain",6,8,9,3,7,9,9,2,7,"Για τον κοινωνικό μου κύκλο που άφησα πίσω.","Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Η αίσθηση περιπέτειας"
7/24/2019 14:59:09,"Sweden",3,9,8,3,7,2,4,2,1,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής.","Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/24/2019 15:02:09,"United Kingdom",2,7,9,7,4,7,9,9,5,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου."
7/24/2019 18:16:43,"United Kingdom",3,5,8,7,7,4,8,7,7,"Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται."
7/24/2019 20:47:41,"Sweden",2,8,5,8,10,9,9,9,10,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον., Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/25/2019 9:30:01,"Denmark",3,8,6,5,6,8,7,6,6,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Για τον κοινωνικό μου κύκλο που άφησα πίσω.","Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/26/2019 15:19:30,"Denmark",3,10,10,7,6,10,10,7,6,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/26/2019 22:36:44,"United Kingdom",19,4,6,5,4,5,5,5,4,"Φροντίδα ηλικιωμένων γονιων","Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα., Οικογενειακοί λόγοι"
7/27/2019 9:55:39,"United Kingdom",6,10,10,9,9,6,9,10,10,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
7/28/2019 16:47:35,"United States",3,7,7,9,8,9,7,9,8,"Για τον κοινωνικό μου κύκλο που άφησα πίσω., Καλύτερος συνδυασμός κόστους/ποιότητας ζωής., Νιώθω αποξενωμένος στο Εξωτερικό.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου."
7/30/2019 18:34:07,"United Kingdom",10,8,10,9,6,8,10,9,8,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα., βρισκω το τροπο ζωης πιο λογικο, ανετο, λιγοτερο νευρικο σε σχεση με την Ελλαδα"
8/1/2019 19:27:19,"United Kingdom",4,5,8,10,8,8,8,10,8,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/1/2019 22:32:38,"United Kingdom",9,4,5,8,7,8,9,10,8,"Αν είχα τις ιδιες αποδοχες που εχω εδω και αν η πολιτική ηγεσια καταφερνε να κανει πραγματικες αλλαγες στο να τηρουνται οι νομοι και η αξιοκρατια","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα., Διαφθορα και αναξιοκρατία και απαρχαιωμένες δημοσιες υπηρεσιες "
8/2/2019 10:45:58,"Netherlands",12,8,9,10,6,9,9,10,6,"Για τον κοινωνικό μου κύκλο που άφησα πίσω.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/2/2019 19:38:20,"Germany",3,3,5,3,4,7,8,1,9,,"Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
8/3/2019 9:09:38,"United Kingdom",1,7,8,8,8,7,8,8,8,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση., Εάν είχα εξασφαλισμένο εισόδημα ώστε να ισχύει ο καλύτερος συνδυασμός κόστους/ποιότητα ζωής.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η δυνατότητα και η προοπτική για εξασφαλισμένο εισόδημα."
8/7/2019 12:48:40,"United Kingdom",13,8,10,9,6,7,10,10,8,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
8/7/2019 14:27:47,"United Kingdom",4,8,7,9,7,8,7,9,8,"δεν θελω σωραιος","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου."
8/7/2019 15:44:41,"United Kingdom",20,5,10,10,5,10,10,10,10,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/8/2019 10:24:54,"United Kingdom",8,7,10,9,9,8,8,10,7,"Όχι","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/8/2019 15:44:34,"Sweden",3,5,10,9,5,9,8,9,5,"Θα γυρνούσα αμέσως αν θα μπορούσα να δουλέψω από απόσταση.","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/20/2019 9:33:49,"United Kingdom",8,8,10,9,8,7,9,10,10,"Καλύτερος συνδυασμός κόστους/ποιότητας ζωής., Υψηλότερη ποιότητα ζωής, καλυτερο φαγητό, περισσότερος ήλιος","Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον."
8/20/2019 9:41:10,"United States",8,10,9,10,10,10,9,10,10,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Προτιμώ το νέο μου κοινωνικό περιβάλλον., Η ποιότητα ζωής μου., Παρότι Έλληνας, νιώθω αποξενωμένος στην Ελλάδα, λόγω της κατάστασης στην χώρα."
8/26/2019 23:11:11,"Germany",8,8,8,8,7,8,9,10,9,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου., Η ποιότητα ζωής μου σε συνδυασμό με το κόστος ζωής."
8/31/2019 9:55:08,"Netherlands","Λιγότερο από 1 χρόνο",8,10,8,8,9,9,9,9,,"Οι δυνατότητες επαγγελματικής ανέλιξης που μου προσφέρονται., Η ποιότητα ζωής μου."
